,Country,Subject Descriptor,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1197,Serbia,Unemployment rate,,,,,,,,,,,,,,,,,,12.26,12.8,13.3,12.1,12.2,14.47,16.0,19.53,21.83,21.56,18.8,14.4,16.9,20.0,23.6,24.6,23.0,19.894,18.231,15.917,14.051,13.273,10.909,13.408,12.973
1198,Serbia,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,-0.166,0.36,-2.59,-2.656,0.066,1.045,-0.928,-0.834,-1.788,-3.433,-3.485,-3.905,-6.36,-4.993,-5.853,-3.382,-1.121,1.372,0.812,-0.005,-7.031,-0.302
1199,Serbia,Current account balance,,,,,,,,,,,,,,,,,,,,,-1.913,2.054,-3.932,-7.196,-13.182,-8.009,-9.079,-16.035,-19.866,-5.89,-6.008,-8.107,-10.795,-5.741,-5.593,-3.455,-2.927,-5.237,-4.845,-6.883,-6.137,-5.481
1204,Seychelles,"Inflation, end of period consumer prices",,,,3.792,0.88,1.494,2.32,1.351,1.904,3.643,2.974,2.026,0.83,0.945,1.358,-0.78,-0.148,2.256,4.524,6.3,6.145,3.016,1.752,3.605,1.802,-1.555,0.214,16.748,63.252,-2.538,0.386,5.512,5.797,3.419,0.524,3.163,-0.215,3.48,3.382,1.692,4.811,3.45
1205,Seychelles,Unemployment rate,,,,,,,,,,,,,,,,7.7,7.452,6.757,4.211,3.172,3.112,4.412,4.064,3.151,3.531,3.624,2.511,1.863,1.716,5.136,4.605,4.13,3.705,3.325,2.983,2.684,2.684,3.0,3.0,3.0,3,3.0
1206,Seychelles,General government net lending/borrowing,,,,-3.132,-6.086,-4.855,-10.056,2.772,11.813,8.257,11.911,3.151,6.442,-3.623,-6.947,-2.58,-9.692,-5.906,-16.67,-10.264,-14.74,-8.927,-16.26,3.396,0.437,0.422,-2.538,-9.929,7.882,4.839,0.521,3.428,2.89,0.368,3.668,1.864,0.205,0.483,0.194,0.884,-14.089,-5.657
1212,Sierra Leone,"Inflation, end of period consumer prices",,25.37,44.71,83.127,52.279,74.527,116.347,116.797,38.328,85.543,98.286,115.377,34.799,26.69,17.73,34.527,6.379,66.923,-5.677,36.745,-3.052,3.432,-3.08,11.286,14.391,13.1,8.263,13.763,9.278,7.54,7.403,6.63,6.21,5.375,4.618,8.38,17.412,15.326,14.247,13.892,17,13.5
1213,Sierra Leone,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Sierra Leone,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,-3.094,-5.125,-4.819,-4.473,-2.367,-1.937,-1.552,20.09,-3.466,-2.335,-5.002,-4.541,-5.158,-2.39,-3.605,-4.548,-8.46,-8.782,-5.613,-2.861,-5.58,-5.375
1222,Singapore,General government net lending/borrowing,,,,,,,,,,,1.966,0.682,2.701,4.357,7.905,4.804,1.983,5.663,2.414,5.204,4.593,1.197,2.232,0.678,2.06,2.556,2.16,7.12,3.589,-0.094,5.685,7.962,7.337,5.962,4.6,2.863,3.657,5.341,3.717,3.842,-3.475,1.783
1224,Slovak Republic,"Gross domestic product, constant prices",,,,,,,,,,,,,,,6.206,7.872,6.941,4.445,4.076,-0.106,1.166,3.254,4.51,5.499,5.279,6.623,8.493,10.832,5.575,-5.456,5.721,2.865,1.896,0.671,2.753,4.822,2.123,3.041,4.034,2.276,-6.2,4.963
1225,Slovak Republic,"Gross domestic product, current prices",,,,,,,,,,,,,,43.822,47.536,52.353,57.012,60.573,63.751,64.603,66.818,70.505,74.85,80.433,86.958,95.605,106.865,121.622,130.9,124.702,133.372,140.059,145.451,148.996,155.93,165.151,170.404,178.893,190.643,198.382,187.264,200.39
1226,Slovak Republic,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,,5.611,7.272,6.719,5.015,3.908,-0.212,1.068,3.635,4.506,5.579,5.337,6.607,8.488,10.827,5.518,-5.567,5.564,2.826,1.672,0.55,2.656,4.718,2.031,2.868,3.885,2.139,-6.326,4.822
1227,Slovak Republic,"Inflation, average consumer prices",,,,,,,,,,,,,,,13.464,9.901,5.782,6.033,6.691,10.461,12.161,7.144,3.489,8.417,7.451,2.779,4.266,1.899,3.951,0.937,0.699,4.072,3.732,1.458,-0.095,-0.331,-0.475,1.394,2.529,2.767,1.064,1.446
1228,Slovak Republic,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,11.796,7.402,5.462,6.258,5.889,11.999,8.44,6.568,3.096,9.24,5.775,3.656,3.479,2.33,3.467,0.044,1.303,4.581,3.358,0.36,-0.159,-0.449,0.271,2.059,1.958,3.217,0.396,1.791
1229,Slovak Republic,Unemployment rate,,,,,,,,,,,,,,12.7,14.6,13.7,12.6,11.882,12.725,16.492,18.9,19.458,18.825,17.7,18.358,16.358,13.442,11.217,9.592,12.092,14.5,13.692,13.967,14.242,13.2,11.483,9.692,8.125,6.55,5.775,8.016,7.392
1230,Slovak Republic,General government net lending/borrowing,,,,,,,,,,,,,,,,-3.473,-9.816,-6.266,-5.297,-7.173,-12.631,-7.221,-8.221,-3.12,-2.316,-2.874,-3.579,-2.05,-2.523,-8.149,-7.456,-4.456,-4.367,-2.87,-3.11,-2.672,-2.476,-0.953,-1.06,-1.26,-5.907,-2.784
1231,Slovak Republic,Current account balance,,,,,,,,,,,,,,-4.746,4.193,2.686,-9.666,-8.8,-9.573,-4.466,-3.083,-7.979,-7.603,-4.893,-5.85,-7.287,-7.026,-4.8,-6.358,-3.443,-4.675,-4.911,0.931,1.855,1.142,-2.092,-2.741,-1.915,-2.642,-3.175,-2.985,-2.448
1232,Slovenia,"Gross domestic product, constant prices",,,,,,,,,,,,,,2.8,5.3,4.1,3.602,5.05,3.279,5.333,3.673,3.216,3.506,2.96,4.359,3.798,5.746,6.98,3.51,-7.549,1.344,0.861,-2.639,-1.029,2.768,2.21,3.122,4.833,4.118,2.443,-8.039,5.448
1233,Slovenia,"Gross domestic product, current prices",,,,,,,,,,,,,22.293,23.46,25.231,26.816,28.291,30.232,31.575,33.739,35.76,37.719,39.659,41.592,44.573,47.707,51.975,57.097,60.251,56.127,57.544,59.252,58.795,59.211,61.976,64.005,66.687,71.226,75.967,79.179,73.276,78.775
1234,Slovenia,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,3.317,5.3,4.086,3.561,5.223,3.387,5.684,3.181,3.095,3.301,2.908,4.286,3.738,5.442,6.607,3.515,-8.554,0.62,0.703,-2.891,-1.189,2.655,2.121,3.056,4.747,4.069,2.394,-8.083,5.398
1235,Slovenia,"Inflation, average consumer prices",,,,,,,,,,,,,,31.93,20.864,13.554,9.911,8.343,7.942,6.127,8.934,8.376,7.477,5.539,3.589,2.455,2.462,3.664,5.651,0.843,1.797,1.799,2.596,1.772,0.204,-0.524,-0.051,1.432,1.736,1.628,0.401,1.408
1236,Slovenia,"Inflation, end of period consumer prices",,,,,,,,,,,,,,22.687,19.29,9.003,9.147,8.818,6.533,7.948,8.929,7.035,7.258,4.556,3.134,2.224,2.779,5.691,2.103,1.798,1.884,1.986,2.658,0.652,0.13,-0.468,0.51,1.762,1.438,1.841,0.199,1.782
1237,Slovenia,Unemployment rate,,,,,,,,,,,,,7.836,8.591,8.497,7.0,6.892,6.917,7.383,7.425,6.75,6.192,6.342,6.7,6.325,6.533,5.975,4.842,4.4,5.9,7.3,8.208,8.9,10.15,9.742,8.983,8.008,6.558,5.125,4.6,9,6.0
1238,Slovenia,General government net lending/borrowing,,,,,,,,,,,,,,,,-8.147,-1.096,-2.307,-2.326,-2.972,-3.645,-4.451,-2.374,-2.595,-1.941,-1.324,-1.231,-0.049,-1.394,-5.813,-5.6,-6.629,-3.995,-14.579,-5.507,-2.847,-1.935,-0.014,0.773,0.533,-6.588,-2.149
1239,Slovenia,Current account balance,,,,,,,,,,,,,5.642,1.696,3.353,-0.453,0.068,0.108,-0.662,-3.23,-2.766,0.04,0.875,-0.81,-2.692,-1.8,-1.836,-4.138,-5.319,-1.061,-0.75,-0.814,1.321,3.302,5.113,3.815,4.812,6.256,6.084,6.563,0.846,3.24
1244,Solomon Islands,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,12.937,10.678,9.619,10.292,10.342,6.791,8.136,6.444,15.363,3.789,7.501,8.882,9.933,10.921,18.138,1.733,0.747,9.392,5.127,2.468,4.186,3.522,-2.233,2.121,3.887,2.243,1.674,4.112
1245,Solomon Islands,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Somalia,"Gross domestic product, constant prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.86,2.354,3.46,2.894,1.385,2.8,2.9,-2.5,2.9
1249,Somalia,"Gross domestic product, current prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.175,9.464,9.809,10.226,10.689,11.113,11.479,12.088,12.655,12.417,13.026
1250,Somalia,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Somalia,"Inflation, average consumer prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Somalia,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,1.3,0.292,1.214,6.091,3.221,3.13,3,2.5
1253,Somalia,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Somalia,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Somalia,Current account balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.638,-8.29,-8.314,-9.336,-9.691,-10.254,-13.734,-11.394,-11.194
1260,South Africa,"Inflation, end of period consumer prices",,12.766,13.208,11.667,11.94,18.667,17.978,15.238,12.397,15.441,14.65,16.111,9.569,9.607,9.562,6.909,9.524,6.211,9.064,2.145,6.824,4.668,12.441,0.209,3.542,3.622,5.825,8.807,10.066,6.308,3.473,6.154,5.665,5.362,5.325,5.281,6.724,4.717,4.92,3.745,0,4.334
1262,South Africa,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,-1.539,-1.132,-1.071,-1.785,-1.168,-0.115,0.911,1.356,-0.535,-5.202,-5.026,-4.077,-4.426,-4.268,-4.263,-4.775,-4.067,-4.38,-4.144,-6.254,-13.259,-12.67
1264,South Sudan,"Gross domestic product, constant prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.429,29.329,2.918,-0.173,-16.737,-5.491,-1.123,11.283,4.893,3.222
1265,South Sudan,"Gross domestic product, current prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.254,17.092,22.493,23.578,23.782,20.007,19.264,19.512,22.092,23.32,24.541
1266,South Sudan,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.054,25.173,-0.236,-3.123,-19.11,-8.154,-4.096,7.937,1.739,0.119
1267,South Sudan,"Inflation, average consumer prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.078,-0.039,1.656,52.813,379.849,187.852,83.502,51.187,8.14,24.453
1268,South Sudan,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.239,-8.787,9.88,109.856,479.735,117.67,40.064,30.019,39.7,16.688
1269,South Sudan,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,South Sudan,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.612,-14.81,-3.47,-9.242,-17.435,-15.531,3.311,-0.643,-0.271,-2.709,-1.222
1271,South Sudan,Current account balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.182,-15.911,-3.89,-1.996,-2.486,4.867,-3.399,-9.313,-2.54,-2.427,0.274
1285,Sri Lanka,Unemployment rate,,,,,,,,,,,15.897,14.665,14.566,13.777,13.127,12.267,11.294,10.501,9.174,8.857,7.573,7.9,8.8,8.4,8.3,7.7,6.6,6.2,6.0,5.9,5.0,4.1,4.0,4.4,4.3,4.7,4.4,4.2,4.4,4.9,6.3,5.0
1286,Sri Lanka,General government net lending/borrowing,,,,,,,,,,,-6.604,-8.241,-5.118,-5.969,-7.655,-7.35,-7.124,-5.903,-7.014,-5.772,-8.04,-8.766,-7.137,-6.359,-6.536,-6.133,-6.112,-6.004,-6.13,-8.608,-6.954,-6.236,-5.599,-5.185,-6.231,-7.013,-5.338,-5.503,-5.296,-6.766,-9.445,-8.289
1292,St. Kitts and Nevis,"Inflation, end of period consumer prices",,,,,,,,,,,3.696,4.582,1.461,1.392,1.325,2.569,3.142,11.347,0.872,2.123,3.118,2.6,1.849,2.893,1.697,6.041,7.922,2.852,6.479,1.183,4.291,2.037,0.506,0.613,-0.546,-2.396,0.028,0.756,-0.749,0.39,1.377,1.967
1293,St. Kitts and Nevis,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,St. Kitts and Nevis,Current account balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,-8.657,-12.731,-11.206,-5.738,-1.709,-10.731,-8.543
1301,St. Lucia,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,St. Lucia,General government net lending/borrowing,,,,,,-1.52,-1.635,0.57,2.052,0.907,0.293,-0.426,-0.67,-0.258,-0.018,-0.135,-0.582,-1.119,2.255,1.639,-1.19,-3.121,-3.075,-3.221,-2.626,-6.101,-4.989,-1.584,-0.725,-2.623,-4.093,-5.324,-7.517,-4.762,-3.049,-2.333,-1.353,-2.215,-0.997,-2.232,-8.184,-3.31
1303,St. Lucia,Current account balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.48,0.012,-6.514,-0.965,2.193,4.634,-10.327,0.197
1309,St. Vincent and the Grenadines,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,St. Vincent and the Grenadines,Current account balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.145,-15.332,-13.878,-11.606,-11.989,-10.113,-20.064,-14.8
1316,Sudan,"Inflation, end of period consumer prices",,,,,,,,,,,,97.821,150.261,118.612,105.616,70.799,85.612,30.269,26.359,7.966,1.81,4.198,22.742,8.256,7.264,5.545,15.845,8.721,14.893,13.447,15.352,18.895,44.436,41.903,25.668,12.582,30.474,25.151,72.935,57.011,96.14,94.043
1317,Sudan,Unemployment rate,,22.328,22.219,21.426,20.66,19.923,19.211,18.525,17.863,17.225,16.61,15.998,15.409,15.757,15.177,14.618,14.0,13.5,13.0,12.5,15.2,15.0,15.9,15.8,16.183,17.01,17.493,16.77,16.04,14.894,13.733,12.033,14.8,15.2,19.8,21.6,20.6,19.6,19.5,22.1,25,22.0
1318,Sudan,General government net lending/borrowing,,,,,,,,,,,-16.207,-26.477,-24.517,-8.042,-3.032,-3.48,-2.61,-0.59,-0.561,-0.8,-0.698,-0.767,-0.685,0.768,0.156,-1.876,-1.323,-2.842,0.491,-3.796,0.111,-2.327,-7.367,-5.759,-4.717,-3.824,-4.545,-6.473,-7.877,-10.818,-16.905,-20.647
1322,Suriname,"Gross domestic product per capita, constant prices",,,,,,,,,,,,-15.07,2.677,-3.637,-8.099,9.668,9.882,5.435,0.986,-2.346,-1.291,3.375,2.507,5.137,5.391,3.716,4.569,3.922,2.723,1.624,3.772,4.134,2.369,1.325,-1.28,-4.866,-6.938,0.454,1.422,1.087,-6.028,3.656
1324,Suriname,"Inflation, end of period consumer prices",,,,,,,,,,,,14.04,33.025,139.138,255.846,-49.322,4.169,16.996,14.867,71.896,44.678,0.878,28.39,13.055,9.065,20.075,4.752,8.333,9.376,1.3,10.3,15.2,4.3,0.6,3.9,25.1,52.4,9.296,5.441,4.215,49.384,6.669
1325,Suriname,Unemployment rate,,,,,,,,,,,,,,,12.373,8.418,10.936,9.839,10.626,12.0,13.767,13.729,9.658,6.549,8.383,11.084,12.281,10.682,9.361,8.711,7.2,7.5,8.1,6.6,5.5,7.0,10.0,7.0,9.0,8.6,9.452,8.6
1326,Suriname,General government net lending/borrowing,,,,,,,,,,,-3.259,-10.495,-6.909,-5.006,-2.028,1.248,3.662,-0.345,-6.842,-5.266,-8.307,3.737,-3.529,-0.122,-1.287,-3.631,0.634,5.369,2.563,2.171,-0.165,2.483,-2.107,-3.569,-5.024,-7.985,-9.112,-8.83,-7.095,-8.537,-6.896,-9.858
1342,Switzerland,General government net lending/borrowing,,,,-0.539,-0.189,0.066,1.165,1.168,0.985,0.835,0.001,-1.853,-2.988,-3.155,-2.611,-1.871,-2.05,-2.365,-1.323,-1.607,0.424,0.28,-1.784,-1.386,-1.425,-0.673,0.855,1.604,1.931,0.503,0.356,0.735,0.382,-0.429,-0.214,0.645,0.328,1.225,1.391,0.888,-5.06,-1.897
1344,Syria,"Gross domestic product, constant prices",10.493,8.463,2.583,1.605,-6.498,7.296,-4.757,1.251,12.721,-6.067,10.358,10.727,13.246,7.409,5.534,5.423,2.966,-1.09,5.554,-3.121,2.295,3.68,5.897,-2.037,6.903,6.215,5.046,5.675,4.477,5.912,3.44,,,,,,,,,,,
1345,Syria,"Gross domestic product, current prices",18.943,22.49,24.496,25.864,25.056,27.734,26.947,27.959,32.627,31.849,36.463,41.74,48.346,53.159,57.298,61.672,64.664,65.062,69.448,68.252,71.379,75.629,81.356,81.179,89.118,97.606,105.634,114.627,122.088,130.292,136.344,,,,,,,,,,,
1346,Syria,"Gross domestic product per capita, constant prices",6.937,4.848,-0.727,-1.673,-9.511,3.744,-7.809,-2.072,9.043,-9.113,6.687,7.504,10.037,4.461,2.75,2.755,0.47,-3.415,3.08,-5.463,-0.309,0.93,2.997,-4.84,3.67,2.828,2.501,3.115,1.946,3.347,1.986,,,,,,,,,,,
1347,Syria,"Inflation, average consumer prices",19.332,18.4,14.274,5.987,9.453,16.818,36.187,71.429,30.0,15.385,11.111,9,11.1,13.2,15.328,7.722,8.872,1.889,-0.953,-3.7,-3.9,3.401,-0.518,5.797,4.433,7.24,10.39,4.677,15.153,2.804,4.398,,,,,,,,,,,
1348,Syria,"Inflation, end of period consumer prices",,,,,,,,,,,,9.572,8.232,17.349,14.051,9.341,4.923,1.605,-2.241,-3.7,-3.9,8.453,-0.515,4.823,9.997,4.921,6.712,4.774,15.393,1.722,6.321,,,,,,,,,,,
1349,Syria,Unemployment rate,,,,,,,,,,,,,,,,,,16.761,12.405,13.462,13.483,8.171,11.672,10.781,12.288,8.089,8.182,8.406,10.924,8.139,8.613,,,,,,,,,,,
1350,Syria,General government net lending/borrowing,,,,,,,,,,,-3.924,-6.567,-7.258,-4.963,-5.999,-3.808,-2.826,-1.781,-2.812,-1.474,-1.361,2.305,-2.023,-2.704,-4.182,-4.408,-1.12,-2.987,-2.864,-2.892,-7.79,,,,,,,,,,,
1351,Syria,Current account balance,-4.892,-2.8,-1.446,-4.327,-4.157,-4.056,-1.982,-0.917,-0.792,12.408,14.209,13.231,4.089,-1.756,-5.642,1.253,-0.233,2.483,0.802,1.805,5.217,3.958,4.922,-7.664,-3.099,-2.245,1.419,-0.234,-1.28,-2.937,-2.843,,,,,,,,,,,
1359,Taiwan Province of China,Current account balance,,,,,11.429,14.471,20.822,17.179,8.117,7.533,6.55,6.662,3.836,2.98,2.536,1.962,3.734,2.234,1.118,2.494,2.485,5.708,7.919,8.904,4.976,3.996,5.992,7.875,5.962,10.404,8.266,7.834,8.661,9.735,11.321,13.614,13.121,14.066,11.649,10.531,8.235,8.331
1360,Tajikistan,"Gross domestic product, constant prices",,,,,,,,,,,,,,-11.099,-21.401,-12.498,-4.368,1.7,5.3,3.699,8.3,10.2,9.1,10.2,10.6,6.7,7.0,7.8,7.9,3.9,6.5,7.4,7.5,7.4,6.7,6.0,6.9,7.1,7.3,7.5,1,5.5
1361,Tajikistan,"Gross domestic product, current prices",,,,,,,,,,,,,7.293,6.637,5.328,4.76,4.636,4.796,5.107,5.372,5.948,6.698,7.424,8.333,9.464,10.413,11.479,12.707,13.977,14.633,15.766,17.286,18.939,20.697,22.493,24.09,26.019,28.391,31.206,34.131,34.692,37.313
1362,Tajikistan,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,-11.69,-21.868,-13.437,-5.496,0.177,3.241,0.709,6.535,8.268,7.06,8.035,8.36,4.5,4.763,5.512,5.577,1.632,4.147,5.005,5.092,5.0,4.34,3.695,4.62,4.862,5.11,5.362,-0.953,3.518
1363,Tajikistan,"Inflation, average consumer prices",,,,,,,,,,,,,,2600.72,350.358,612.481,418.472,87.956,43.175,27.452,32.851,38.592,12.227,16.356,7.206,7.277,9.969,13.168,20.429,6.419,6.463,12.422,5.796,5.035,6.077,5.781,5.914,7.31,3.843,7.802,8.065,6.926
1364,Tajikistan,"Inflation, end of period consumer prices",,,,,,,,,,,,,,7344.0,1.075,2144.25,40.546,163.562,2.725,30.142,60.628,12.479,14.471,13.731,5.732,7.125,12.514,19.846,11.857,4.915,9.804,9.315,6.444,3.707,7.381,5.082,6.067,6.658,5.383,8.0,7.352,6.926
1365,Tajikistan,Unemployment rate,,,,,,,,,,,,,,,,,,,,3.2,2.6,2.5,2.6,2.3,2.2,2.1,2.3,2.5,2.3,2.1,2.2,2.492,,,,,,,,,,
1366,Tajikistan,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,-4.746,-4.032,-5.555,-3.188,-2.441,-1.762,-2.369,-2.899,1.705,-5.534,-5.061,-5.229,-2.979,-2.142,0.59,-0.902,-0.126,-1.972,-9.032,-5.965,-2.781,-2.101,-6.433,-3.007
1367,Tajikistan,Current account balance,,,,,,,,,,,,,-16.75,-30.467,-20.173,-17.886,-7.835,-4.011,-7.316,-0.907,-1.62,-4.949,-1.249,-0.306,-2.751,-12.819,-13.247,-32.159,-20.62,-14.415,-10.3,-6.337,-8.975,-10.402,-3.424,-6.072,-4.183,2.225,-5.033,-3.34,-7.704,-4.502
1372,Tanzania,"Inflation, end of period consumer prices",,26.29,23.404,34.483,27.564,39.196,28.52,32.303,30.786,36.851,18.624,37.76,20.736,26.108,37.972,26.771,15.546,15.353,11.26,6.962,5.529,4.854,4.404,4.563,4.102,4.982,6.659,6.423,13.474,12.226,5.553,19.754,12.062,5.561,4.752,6.838,5.04,3.97,3.251,3.849,4.065,4.313
1373,Tanzania,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,Tanzania,General government net lending/borrowing,,,,,,,,,,,,0.605,-4.959,-2.023,-3.737,-2.117,1.571,-0.026,0.133,-1.139,-0.73,-0.414,-0.727,-1.775,-2.434,-3.276,-3.385,-1.444,-1.919,-4.418,-4.7,-3.514,-4.06,-3.81,-2.911,-3.169,-2.083,-1.158,-1.933,-2.857,-3.756,-4.381
1380,Thailand,"Inflation, end of period consumer prices",,,,,-0.82,3.581,1.862,3.655,3.023,6.357,6.437,4.536,3.306,4.2,4.798,7.509,4.77,7.48,4.387,0.58,1.585,0.567,1.693,1.803,2.861,5.828,3.63,3.019,0.469,3.501,3.078,3.533,3.623,1.672,0.602,-0.857,1.126,0.775,0.355,0.875,-1.057,0.726
1381,Thailand,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,3.333,2.442,2.192,2.108,1.858,1.517,1.364,1.372,1.5,1.05,0.658,0.675,0.7,0.8,0.9,1.0,1.2,1.1,1.1,1.1,1.1
1382,Thailand,General government net lending/borrowing,,,,,,,,,,,,,,,,3.054,2.749,-1.681,-6.292,-9.017,-1.792,-1.768,-6.722,1.978,1.106,2.173,1.867,0.22,0.801,-2.214,-1.07,0.094,-0.86,0.516,-0.801,0.132,0.569,-0.425,0.064,-0.816,-3.449,-1.682
1384,Timor-Leste,"Gross domestic product, constant prices",,,,,,,,,,,,,,,,,,,,,,16.348,-6.701,-2.182,0.4,3.019,-4.11,10.228,11.339,9.988,9.459,5.807,6.017,2.125,4.451,3.056,3.551,-3.799,-0.78,3.1,-3,3.8
1385,Timor-Leste,"Gross domestic product, current prices",,,,,,,,,,,,,,,,,,,,,0.717,0.853,0.808,0.805,0.83,0.882,0.871,0.986,1.119,1.24,1.373,1.484,1.603,1.666,1.772,1.845,1.931,1.892,1.923,2.017,2.613,2.238
1386,Timor-Leste,"Gross domestic product per capita, constant prices",,,,,,,,,,,,,,,,,,,,,,14.852,-8.011,-3.68,-1.272,1.156,-5.989,7.891,8.791,8.774,8.264,3.794,3.66,-0.335,1.903,0.688,1.203,-5.98,-3.03,0.762,25.777,-17.819
1387,Timor-Leste,"Inflation, average consumer prices",,,,,,,,,,,,,,,,,,,,,,3.589,4.087,8.017,2.21,1.612,5.232,8.639,7.427,-0.209,5.178,13.174,10.935,9.451,0.849,0.646,-1.47,0.523,2.294,0.142,0.899,1.95
1388,Timor-Leste,"Inflation, end of period consumer prices",,,,,,,,,,,,,,,,,,,,,,6.03,5.654,5.48,2.532,1.033,6.644,7.668,6.231,0.978,8.022,15.493,9.202,4.034,0.306,-0.61,0.0,0.614,2.136,0.299,1.5,2.4
1389,Timor-Leste,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,Timor-Leste,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,,,3.242,-7.639,-8.239,-7.48,-10.497,41.033,-29.932,-18.562,-17.17,-19.793,-25.084,-39.115,-14.367,-37.525,-33.062,-54.902,-33.384,-28.015,-32.075,-27.537,-38.915
1391,Timor-Leste,Current account balance,,,,,,,,,,,,,,,,,,,,,-4.141,-6.635,-9.001,-8.991,14.879,56.703,119.785,215.068,314.907,164.452,180.18,210.367,230.699,171.381,75.577,12.753,-32.879,-17.659,-12.189,8.209,-28.111,-37.25
1396,Togo,"Inflation, end of period consumer prices",,10.966,16.601,-0.173,-3.132,4.573,1.403,-0.498,0.691,-2.981,1.534,5.035,-2.109,2.351,48.498,6.393,4.906,3.032,-1.391,4.511,-1.231,6.561,1.476,-1.675,3.667,3.575,0.649,3.038,8.698,1.753,1.556,1.461,2.909,-0.504,1.831,1.624,0.438,-0.68,1.989,-0.329,4.753,-0.256
1397,Togo,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,Togo,General government net lending/borrowing,,,,,,,,,,-2.946,-2.221,-4.747,-3.065,-11.411,-7.247,-4.005,-4.397,-1.326,-4.385,-2.369,-4.648,-0.965,-0.378,1.935,0.823,-2.248,-2.624,-2.588,-0.814,-3.669,-2.3,-6.266,-6.478,-5.199,-6.847,-8.828,-9.54,-0.277,-0.775,2.134,-4.091,-1.591
1404,Tonga,"Inflation, end of period consumer prices",,,,3.947,5.316,12.5,27.35,2.517,13.584,4.035,6.925,13.831,8.418,-2.698,7.58,-0.032,3.122,1.979,3.051,6.29,7.159,10.7,11.993,11.748,10.078,7.34,4.853,6.802,6.369,1.173,5.022,3.844,2.51,0.659,0.374,-1.118,6.687,5.57,6.221,3.173,0.889,1.474
1405,Tonga,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,Tonga,General government net lending/borrowing,,,,,,,,,,,,,,,,,,,,-0.264,1.805,2.423,2.484,3.351,4.24,2.67,3.364,3.653,4.415,2.617,-3.654,-3.704,-1.44,2.571,1.681,-0.556,2.622,3.242,2.819,1.001,-2.362,-1.458
